"keys","en","fr","zh","ja","ko","zh_TW","ru","pl","es","pt","de","tr","it"
"WEAPON_SCREWDRIVER","Screwdriver","Tournevis","螺丝刀","ドライバー","스크루드라이버","螺絲起子","Отвертка","Śrubokręt","Destornillador","Chave de Fenda","Schraubenzieher","Tornavida","Cacciavite"
"WEAPON_SWORD","Sword","Épée","剑","長剣","검","劍","Меч","Miecz","Espada","Espada","Schwert","Kılıç","Spada"
"WEAPON_SHURIKEN","Shuriken","Shuriken","手里剑","手裏剣","표창","手裡劍","Сюрикен","Shuriken","Shuriken","Shuriken","Shuriken","Shuriken","Shuriken"
"WEAPON_LASER_GUN","Laser Gun","Pistolet Laser","激光枪","レーザー銃","레이저 건","雷射槍","Лазерная пушка","Broń Laserowa","Pistola láser","Arma Laser","Laserwaffe","Lazer Silahı","Pistola laser"
"WEAPON_SCISSORS","Scissors","Ciseaux","剪刀","ハサミ","가위","剪刀","Ножницы","Nożyczki","Tijeras","Tesoura","Schere","Makas","Forbici"
"WEAPON_HATCHET","Hatchet","Hachette","短斧","手斧","손도끼","短柄斧","Топорик","Siekiera","Hacha","Machadinha","Beil","El Baltası","Accetta"
"WEAPON_POWER_FIST","Power Fist","Poing de Puissance","强拳","パワーフィスト","파워 주먹","強力拳套","Силовой кулак","Pięść Mocy","Puño recio","Manopla Poderosa","Powerfaust","Güç Yumruğu","Pugno potenziato"
"WEAPON_PLASMA_SLEDGEHAMMER","Plasma Sledge","Marteau à Plasma","等离子大锤","プラズマスレッジハンマー","플라즈마 슬레지 해머","等離子大錘","Плазменная кувалда","Plazmowy Młot Bojowy","Mazo de plasma","Marreta de Plasma","Plasmahammer","Plazma Balyozu","Martello al plasma"
"WEAPON_SPIKY_SHIELD","Spiky Shield","Bouclier Hérissé","尖刺盾","スパイクシールド","뾰족한 방패","尖刺盾","Шипастый щит","Kolczasta tarcza","Escudo puntiagudo","Escudo de Espinhos","Stachelschild","Dikenli Kalkan","Scudo dentato"
"WEAPON_CHOPPER","Chopper","Hachoir","砍刀","ナタ","초퍼","屠夫刀","Тесак","Rąbacz","Cuchillo carnicero","Cutelo","Hackbeil","Satır","Mannaia"
"WEAPON_NUCLEAR_LAUNCHER","Nuclear Launcher","Lanceur Nucléaire","核弹发射器","ニュークランチャー","방사능 런처","核彈發射器","Ядерная установка","Wyrzutnia Nuklearna","Lanzamisiles","Lançador Nuclear","Atomraketenwerfer","Nükleer Roketatar","Fucile atomico"
"WEAPON_OBLITERATOR","Obliterator","Oblitérateur","毁灭者","滅却砲","말살자","毀滅者","Уничтожитель","Destruktor","Desintegrador","Obliterador","Vernichter","Yok Edici","Distruttore"
"WEAPON_POTATO_THROWER","Potato Thrower","Lance Patate","土豆发射器","ポテト射出機","감자 투척기","馬鈴薯投擲器","Картофелемет","Wyrzutnia Kartofli","Lanzapatatas","Lançador de Batata","Kartoffelwerfer","Patates Fırlatıcı","Lanciapatate"
"WEAPON_THUNDER_SWORD","Thunder Sword","Épée de Foudre","雷剑","サンダーソード","천둥 검","閃電劍","Громовой меч","Gromomiecz","Espada eléctrica","Espada de Trovão","Donnerschwert","Yıldırım Kılıcı","Spada del tuono"
"UNIQUE_WEAPON","different weapon","arme différente","异种武器","武器1種類","색다른 무기","異種武器","отличающееся оружие","inna broń","arma distinta","arma diferente","Andere Waffe","farklı silah","arma diversa"
"DUPLICATE_WEAPON","duplicate weapon","arme dupliquée","复制武器","重複した武器","복제 무기","複製武器","оружие-дубликат","duplikat","arma doble","arma duplicada","Waffenduplikat","aynı silah","doppione"
"UPGRADE","Upgrade","Amélioration","升级","強化","업그레이드","升級","Улучшение","Ulepszenie","Mejorar","Melhoria","Verbesserung","Yükselt","Miglioramento"
"UPGRADE_MAX_HP","Heart","Cœur","心脏","心臓","심장","心臟","Сердце","Serce","Corazón","Coração","Herz","Kalp","Cuore"
"UPGRADE_DAMAGE","Biceps","Biceps","二头肌","上腕","이두근","二頭肌","Бицепсы","Biceps","Bíceps","Bíceps","Bizeps","Biseps","Bicipiti"
"UPGRADE_CRIT_CHANCE","Fingers","Doigts","手指","指","손가락","手指","Пальцы","Palce","Dedos","Dedos","Finger","Parmak","Dita"
"UPGRADE_LUCK","Nose","Nez","鼻子","鼻","코","鼻子","Нос","Nos","Nariz","Nariz","Nase","Burun","Naso"
"UPGRADE_ELEMENTAL_DAMAGE","Brain","Cerveau","脑","脳","뇌","腦","Мозг","Mózg","Cerebro","Cérebro","Gehirn","Beyin","Cervello"
"UPGRADE_ARMOR","Chest","Pectoraux","胸","胸","가슴","胸","Грудь","Klatka piersiowa","Pecho","Peitoral","Brust","Göğüs","Petto"
"UPGRADE_HP_REGENERATION","Lungs","Poumons","肺","肺","폐","肺","Легкие","Płuca","Pulmones","Pulmões","Lunge","Akciğer","Polmoni"
"UPGRADE_LIFESTEAL","Teeth","Dents","牙齿","歯","이","牙齒","Зубы","Zęby","Dientes","Dentes","Zähne","Diş","Denti"
"UPGRADE_MELEE_DAMAGE","Forearms","Avant-bras","前臂","前腕","팔뚝","前臂","Предплечья","Przedramiona","Antebrazos","Antebraços","Unterarme","Bilek","Avambracci"
"UPGRADE_PERCENT_DAMAGE","Triceps","Triceps","三头肌","三頭筋","삼두근","三頭肌","Трицепсы","Triceps","Tríceps","Tríceps","Trizeps","Triseps","Tricipiti"
"UPGRADE_DODGE","Back","Dos","背","背筋","등","背","Спина","Plecy","Espalda","Costas","Rücken","Sırt","Schiena"
"UPGRADE_ENGINEERING","Skull","Crâne","头骨","頭蓋骨","두개골","頭骨","Череп","Czaszka","Cabeza","Crânio","Schädel","Kafatası","Cranio"
"UPGRADE_RANGE","Eyes","Yeux","眼睛","目","눈","眼睛","Глаза","Oczy","Ojos","Olhos","Augen","Göz","Occhi"
"UPGRADE_RANGED_DAMAGE","Shoulders","Épaules","肩膀","肩","어깨","肩膀","Плечи","Ramiona","Hombros","Ombros","Schultern","Omuz","Spalle"
"UPGRADE_SPEED","Legs","Jambes","腿","足","다리","腿","Ноги","Nogi","Piernas","Pernas","Beine","Bacak","Gambe"
"UPGRADE_ATTACK_SPEED","Reflexes","Réflexes","反应能力","反射神経","반사신경","反射","Рефлексы","Odruchy","Reflejos","Reflexos","Reflexe","Refleks","Riflessi"
"UPGRADE_HARVESTING","Hands","Mains","手","手","손","手","Кисти рук","Dłonie","Manos","Mãos","Hände","El","Mani"
"ITEM_RIP_AND_TEAR","Rip and Tear","Déchirure","狂怒","暴虐","립 앤드 티어","狂怒","Неистовство","Szarp i Niszcz","Desgaste","Rasgar e Estraçalhar","Zerfetzen","Parçalama","Lacerazione"
"ITEM_EYES_SURGERY","Eyes Surgery","Chirurgie des Yeux","眼部手术","目の手術","눈 수술","眼部手術","Глазная хирургия","Operacja Oczu","Cirugía ocular","Cirurgia Ocular","Augen-OP","Göz Ameliyatı","Chirurgia agli occhi"
"ITEM_ACID","Acid","Acide","酸液","硫酸","산성","酸性","Кислота","Kwas","Ácido","Ácido","Säure","Asit","Acido"
"ITEM_ALIEN_MAGIC","Alien Magic","Magie Extraterrestre","外星魔法","エイリアンマジック","외계 마법","異形魔法","Магия пришельцев","Magia Obcych","Magia alienígena","Magia Alienígena","Alienmagie","Uzaylı Büyüsü","Magia aliena"
"ITEM_BABY_ELEPHANT","Baby Elephant","Bébé Éléphant","象宝宝","赤ちゃんゾウ","아기 코끼리","象寶寶","Слоненок","Słoniątko","Elefante bebé","Bebê Elefante","Elefantenbaby","Yavru Fil","Elefantino"
"ITEM_BABY_WITH_A_BEARD","Baby with a Beard","Bébé avec une Barbe","长胡子的婴儿","髭の生えた赤ん坊","수염 달린 아기","長鬍子的嬰兒","Бородатый ребенок","Brodaty Bobas","Bebé barbudo","Bebê com Barba","Baby mit Bart","Sakallı Bebek","Bebè barbuto"
"ITEM_BANDANA","Bandana","Bandana","头巾","バンダナ","두건","頭巾","Бандана","Bandana","Bandana","Bandana","Bandana","Bandana","Bandana"
"ITEM_BEANIE","Beanie","Bonnet","无檐小便帽","ビーニー帽","비니","無邊便帽","Шапочка","Czapka","Gorro de lana","Gorro","Mütze","Bere","Berretto"
"ITEM_BOILING_WATER","Boiling Water","Eau Bouillante","沸水","熱湯","끓는 물","滾水","Кипящая вода","Wrzątek","Agua hirviendo","Água Fervente","Kochendes Wasser","Kaynar Su","Acqua bollente"
"ITEM_BROKEN_MOUTH","Broken Mouth","Bouche Cassée","裂口","裂けた口","깨진 입","大裂嘴","Сломанная челюсть","Krzywe Usta","Boca rota","Matraca Infernal","Ausgerenkter Kiefer","Yamuk Ağız","Bocca rotta"
"ITEM_CYBERBALL","Cyberball","Cyberballe","赛博球","サイバーボール","사이버 볼","電子球","Кибершар","Cyberkula","Ciberbola","Bola Cibernética","Cyberball","Sibertop","Ciberpalla"
"ITEM_CYCLOPS_WORM","Cyclops Worm","Ver Cyclope","独眼虫","一つ目のミミズ","외눈박이 벌레","獨眼蟲","Одноглазый червь","Robal-cyklop","Gusano cíclope","Verme Ciclope","Zyklopenwurm","Tepegöz Solucan","Verme ciclope"
"ITEM_GLASSES","Glasses","Lunettes","眼镜","メガネ","안경","眼鏡","Очки","Okulary","Gafas","Óculos","Brille","Gözlük","Occhiali"
"ITEM_GOAT_SKULL","Goat Skull","Crâne de Chèvre","山羊头骨","山羊の頭蓋骨","염소 두개골","山羊頭骨","Козлиный череп","Kozia Czaszka","Calavera caprina","Crânio de Bode","Ziegenschädel","Keçi Kafatası","Teschio di capra"
"ITEM_HELMET","Helmet","Casque","头盔","ヘルメット","헬멧","頭盔","Шлем","Hełm","Casco","Capacete","Helm","Kask","Elmo"
"ITEM_INJECTION","Injection","Injection","注射剂","注射","주입","注射劑","Инъекция","Zastrzyk","Inyección","Injeção","Injektion","Enjeksiyon","Iniezione"
"ITEM_INSANITY","Insanity","Folie","精神异常","狂気","광기","精神異常","Безумие","Szaleństwo","Locura","Insanidade","Wahnsinn","Delilik","Follia"
"ITEM_LOST_DUCK","Lost Duck","Canard Perdu","失落鸭鸭","迷子のアヒルの子","길잃은 오리","失落鴨鴨","Потерянная уточка","Zgubiona Kaczuszka","Pato perdido","Pato Perdido","Verirrte Ente","Kayıp Ördek","Paperella perduta"
"ITEM_MASTERY","Mastery","Maîtrise","精湛技艺","熟練","통달","精湛技藝","Мастерство","Mistrzostwo","Maestría","Maestria","Beherrschung","Ustalık","Maestria"
"ITEM_METAL_PLATE","Metal Plate","Plaque en Métal","金属板","金属板","철판","金屬板","Металлическая пластина","Metalowa Płytka","Placa de metal","Placa de Metal","Metallplatte","Metal Plaka","Piastra metallica"
"ITEM_MUSHROOM","Mushroom","Champignon","蘑菇","キノコ","버섯","蘑菇","Гриб","Grzyb","Seta","Cogumelo","Pilz","Mantar","Fungo"
"ITEM_MUTATION","Mutation","Mutation","异变","変異","돌연변이","異變","Мутация","Mutacja","Mutación","Mutação","Mutation","Mutasyon","Mutazione"
"ITEM_PLANT","Plant","Plante","植物","若葉","식물","植物","Растение","Roślina","Planta","Planta","Pflanze","Bitki","Pianta"
"ITEM_PUMPKIN","Pumpkin","Citrouille","南瓜","カボチャ","호박","南瓜","Тыква","Dynia","Calabaza","Abóbora","Kürbis","Bal Kabağı","Zucca"
"ITEM_SAD_TOMATO","Sad Tomato","Tomate Triste","悲伤的番茄","悲しみトマト","슬픈 토마토","傷心的番茄","Грустный помидор","Smutny Pomidor","Tomate triste","Tomate Triste","Traurige Tomate","Hüzünlü Domates","Pomodoro infelice"
"ITEM_SCAR","Scar","Cicatrice","疤痕","傷","흉터","疤痕","Шрам","Blizna","Cicatriz","Cicatriz","Narbe","Yara","Cicatrice"
"ITEM_SCARED_SAUSAGE","Scared Sausage","Saucisse Effrayée","害怕的香肠","びくびくソーセージ","겁먹은 소시지","害怕的香腸","Испуганная колбаса","Przerażona Kiszka","Salchicha asustada","Salsicha Assustada","Panikwurst","Korkak Sosis","Salsiccia impaurita"
"ITEM_SNAKE","Snake","Serpent","蛇","ヘビ","뱀","蛇","Змея","Wąż","Serpiente","Cobra","Schlange","Yılan","Serpente"
"ITEM_SUNGLASSES","Sunglasses","Lunettes de Soleil","墨镜","サングラス","선글라스","墨鏡","Солнечные очки","Okulary Przeciwsłoneczne","Gafas de sol","Óculos Escuros","Sonnenbrille","Güneş Gözlüğü","Occhiali da sole"
"ITEM_TERRIFIED_ONION","Terrified Onion","Oignon Terrifié","惊恐的洋葱","ぶるぶる玉ネギ","겁먹은 양파","害怕的洋蔥","Испуганный лук","Przestraszona Cebula","Cebolla aterrorizada","Cebola Apavorada","Furchtzwiebel","Ödlek Soğan","Cipolla atterrita"
"ITEM_UGLY_TOOTH","Ugly Tooth","Dent Moche","丑牙","醜い歯","흉측한 이","醜牙","Уродливый зуб","Brzydki Ząb","Diente feo","Dente Horroroso","Hässlicher Zahn","Sevimsiz Diş","Dente orrendo"
"ITEM_WARRIOR_HELMET","Warrior Helmet","Casque de Guerrier","士兵头盔","戦士の兜","전사의 투구","士兵頭盔","Шлем воина","Hełm Wojownika","Casco guerrero","Capacete de Guerreiro","Kriegerhelm","Savaşçı Miğferi","Elmo da guerriero"
"ITEM_WEIRD_FOOD","Weird Food","Nourriture Bizarre","奇怪的食物","変な食べ物","괴상한 음식","奇怪的食物","Подозрительная еда","Dziwne Żarcie","Comida rara","Comida Estranha","Seltsames Essen","Tuhaf Yiyecek","Strano alimento"
"ITEM_WISDOM","Wisdom","Sagesse","智慧","知恵","지혜","智慧","Мудрость","Mądrość","Sabiduría","Sabedoria","Weisheit","Bilgelik","Saggezza"
"ITEM_HEAD_INJURY","Head Injury","Blessure à la Tête","头部创伤","頭部損傷","머리 부상","頭部受傷","Ранение головы","Rana Głowy","Lesión craneal","Lesão na Cabeça","Kopfverletzung","Kafa Yaralanması","Trauma cranico"
"ITEM_BUTTERFLY","Butterfly","Papillon","蝴蝶","蝶","나비","蝴蝶","Бабочка","Motyl","Mariposa","Borboleta","Schmetterling","Kelebek","Farfalla"
"ITEM_CLAW_TREE","Claw Tree","Arbre de Griffes","利爪树","鉤爪の木","발톱 나무","爪子樹","Когтянка","Pazurowiec","Árbol de colorín","Garrárvore","Krallenbaum","Pençe Ağacı","Albero artigliato"
"ITEM_GENTLE_ALIEN","Gentle Alien","Extraterrestre Doux","外星绅士","親切なエイリアン","점잖은 외계인","溫和的異形","Вежливый пришелец","Łagodny Obcy","Alienígena majo","Alienígena Gentil","Liebes Alien","Zarif Uzaylı","Alieno amichevole"
"ITEM_LITTLE_MUSCLEY_DUDE","Little Muscley Dude","Petit Mec Musclé","肌肉小子","マッスルエイリアン","작은 근육질의 친구","小小肌肉帥哥","Маленький качок","Mały Mięśniak","Tío cachas","Carinha Bombado","Kleiner Muskelprotz","Küçük Kaslı Herif","Omino muscoloso"
"ITEM_ALIEN_WORM","Alien Worm","Ver Extraterrestre","异形虫","エイリアンワーム","외계 벌레","異形毛蟲","Инопланетный червь","Robal Obcych","Gusano alienígena","Verme Alienígena","Alienwurm","Uzaylı Solucan","Verme alieno"
"ITEM_METAL_DETECTOR","Metal Detector","Détecteur de Métal","金属探测器","金属探知機","금속 탐지기","金屬探測器","Металлодетектор","Wykrywacz Metalu","Detector de metales","Detector de Metal","Metalldetektor","Metal Dedektörü","Metal detector"
"ITEM_TRIANGLE_OF_POWER","Triangle of Power","Triangle de Puissance","三角之力","トライパワー","힘의 삼각형","三角之力","Треугольник силы","Trójkąt Mocy","Triángulo de poder","Triângulo do Poder","Dreieck der Macht","Üçlü Güç","Triangolo del potere"
"ITEM_CHARCOAL","Charcoal","Charbon","木炭","木炭","숯","木炭","Уголь","Węgiel","Carbón","Carvão","Holzkohle","Kömür","Carbone"
"ITEM_FUEL_TANK","Fuel Tank","Réservoir d’Essence","燃料箱","燃料タンク","연료 탱크","燃料箱","Топливный бак","Bak","Tanque de combustible","Tanque de Combustível","Benzintank","Yakıt Deposu","Bombola"
"ITEM_MISSILE","Missile","Missile","导弹","ミサイル","미사일","飛彈","Ракета","Rakieta","Misil","Míssil","Rakete","Füze","Missile"
"ITEM_SMALL_MAGAZINE","Small Magazine","Petit Chargeur","小型弹匣","小さな弾倉","작은 잡지","小本雜誌","Небольшой магазин","Mały Magazynek","Cargador pequeña","Cargador Pequeño","Kleines Magazin","Küçük Magazin","Mini-caricatore"
"ITEM_HEDGEHOG","Hedgehog","Hérisson","刺猬","ハリネズミ","고슴도치","刺蝟","Ежик","Jeż","Puercoespín","Ouriço","Igel","Kirpi","Riccio"
"ITEM_ENERGY_BRACELET","Energy Bracelet","Bracelet Énergétique","能量手环","エネルギーブレスレット","에너지 팔찌","能量手鐲","Силовой браслет","Bransoleta Energii","Brazalete de energía","Bracelete de Energia","Energiearmband","Enerji Bilekliği","Bracciale energetico"
"ITEM_WHEELBARROW","Wheelbarrow","Brouette","独轮车","手押し車","손수레","獨輪車","Тележка","Taczka","Carretilla","Carrinho de Mão","Schubkarre","El Arabası","Carriola"
"ITEM_COFFEE","Coffee","Café","咖啡","コーヒー","커피","咖啡","Кофе","Kawa","Café","Café","Kaffee","Kahve","Caffè"
"ITEM_DEFECTIVE_STEROIDS","Defective Steroids","Stéroïdes Défectueux","有缺陷的增强剂","不良ステロイド","불량 스테로이드","有缺陷的增強劑","Порченые стероиды","Podejrzane Sterydy","Esteroides defectuosos","Esteroides Defeituosos","Defekte Steroide","Defolu Steroitler","Steroidi difettosi"
"ITEM_BAG","Bag","Sac","背包","袋","가방","背包","Сумка","Torba","Bolsa","Sacola","Tasche","Çanta","Sacco"
"ITEM_ALIEN_BABY","Alien Baby","Bébé Extraterrestre","幼年异形","エイリアンベイビー","외계인 아기","異形寶寶","Детеныш пришельца","Bobas Obcych","Alienígena bebé","Bebê Alienígena","Alienbaby","Uzaylı Bebek","Bebè alieno"
"ITEM_FERTILIZER","Fertilizer","Engrais","肥料","肥料","비료","肥料","Удобрение","Nawóz","Abono","Fertilizante","Dünger","Gübre","Fertilizzante"
"ITEM_CUTE_MONKEY","Cute Monkey","Singe Mignon","萌萌猴","かわいいお猿","귀여운 원숭이","可愛猴子","Милая обезьяна","Urocza Małpka","Mono adorable","Macaco Fofinho","Niedlicher Affe","Şirin Maymun","Scimmietta"
"ITEM_BAT","Bat","Chauve Souris","蝙蝠","コウモリ","박쥐","蝙蝠","Летучая мышь","Nietoperz","Murciélago","Morcego","Fledermaus","Yarasa","Pipistrello"
"ITEM_BEAN_TEACHER","Bean Teacher","Professeur Haricot","豆老师","ビーン先生","콩 선생님","豆豆老師","Учитель Боб","Fasolowy Belfer","Profelubia","Professor Feijão","Bohnen-Sensei","Fasulye Öğretmen","Fagiolo sensei"
"ITEM_GAMBLING_TOKEN","Gambling Token","Jeton","赌博筹码","ギャンブルトークン","갬블링 토큰","賭博代幣","Фишка","Żeton z Kasyna","Ficha de apuesta","Ficha de Aposta","Jeton","Kumar Çipi","Gettone"
"ITEM_HUNTING_TROPHY","Hunting Trophy","Trophée de Chasse","狩猎战利品","狩人のトロフィー","사냥 전리품","狩獵獎盃","Охотничий трофей","Trofeum","Trofeo de caza","Troféu de Caça","Jagdtrophäe","Avcılık Kupası","Trofeo di caccia"
"ITEM_LENS","Lens","Verre","镜片","レンズ","렌즈","鏡片","Линза","Soczewka","Lente","Lente","Linse","Mercek","Lente"
"ITEM_RICOCHET","Ricochet","Ricochet","跳弹","跳弾","돌탄","跳彈","Рикошет","Rykoszet","Rebote de bala","Ricochete","Querschläger","Sıçratıcı","Rimpallo"
"ITEM_ALIEN_TONGUE","Alien Tongue","Langue Extraterrestre","异形之舌","エイリアンの舌","외계인 혀","異形的舌頭","Язык пришельца","Język Obcego","Lengua alienígena","Língua Alienígena","Alienzunge","Uzaylı Dili","Lingua aliena"
"ITEM_PIGGY_BANK","Piggy Bank","Tirelire","猪猪存钱罐","豚の貯金箱","돼지 저금통","小豬撲滿","Свинья-копилка","Świnka-skarbonka","Hucha de cerdo","Cofrinho","Sparschwein","Kumbara","Salvadanaio"
"ITEM_STATUE","Statue","Statue","雕像","銅像","동상","雕像","Статуэтка","Pomnik","Estatua","Estátua","Statue","Heykel","Statua"
"ITEM_SCOPE","Scope","Lunette de Visée","瞄准镜","照準器","범위","照準器","Прицел","Luneta","Mira","Mira","Zielfernrohr","Teleskop","Mirino"
"ITEM_GLASS_CANNON","Glass Cannon","Canon en Verre","玻璃大炮","ガラスの大砲","유리 대포","玻璃大砲","Стеклянная пушка","Szklane Działo","Cañón de cristal","Canhão de Vidro","Glaskanone","Cam Top","Cannone di vetro"
"ITEM_ALIEN_EYES","Alien Eyes","Yeux Extraterrestres","异形眼球","エイリアンの目玉","외계인 눈","異形眼睛","Глаза пришельца","Oczy Obcego","Ojos alienígenas","Olhos Alienígenas","Alienaugen","Uzaylı Gözü","Occhi alieni"
"ITEM_BLOOD_DONATION","Blood Donation","Don de Sang","献血","献血","헌혈","捐血","Донорство крови","Oddana Krew","Donación de sangre","Doação Sanguínea","Blutspende","Kan Bağışı","Donazione di sangue"
"ITEM_BOXING_GLOVE","Boxing Glove","Gant de Boxe","拳击手套","ボクシンググローブ","권투 글러브","拳擊手套","Боксерская перчатка","Rękawica Bokserska","Guante de boxeo","Luva de Boxe","Boxhandschuh","Boks Eldiveni","Guanto da boxe"
"ITEM_COUPON","Coupon","Coupon","优惠券","クーポン券","쿠폰","折價券","Купон","Kupon","Cupón","Cupom","Coupon","Kupon","Buono sconto"
"ITEM_CROWN","Crown","Couronne","王冠","王冠","왕관","王冠","Корона","Korona","Corona","Coroa","Krone","Taç","Corona"
"ITEM_POWER_GENERATOR","Power Generator","Générateur de Courant","发电机","発電機","발전기","發電機","Генератор энергии","Generator","Generador de energía","Gerador de Energia","Stromgenerator","Güç Jeneratörü","Generatore"
"ITEM_RECYCLING_MACHINE","Recycling Machine","Machine à Recycler","回收装置","リサイクル機","재활용 기계","回收裝置","Утилизатор","Maszyna do Recyklingu","Máquina de reciclaje","Máquina de Reciclagem","Recycling-Maschine","Geri Dönüştürme Makinesi","Riciclatrice"
"ITEM_VIGILANTE_RING","Vigilante Ring","Anneau du Justicier","义警戒指","自警団の指輪","자경단 반지","義警戒指","Кольцо линчевателя","Pierścień Strażnika","Anillo vigilante","Anel de Vigilante","Ring der Selbstjustiz","Kanunsuzun Yüzüğü","Anello del vendicatore"
"ITEM_TREE","Tree","Arbre","树木","苗木","나무","樹木","Дерево","Drzewo","Árbol","Árvore","Baum","Ağaç","Albero"
"ITEM_TORTURE","Torture","Torture","拷问","拷問器具","고문","拷問","Пытка","Tortura","Tortura","Tortura","Folter","İşkence","Tortura"
"ITEM_WEIRD_GHOST","Weird Ghost","Fantôme Bizarre","奇怪的幽灵","不気味な幽霊","이상한 유령","奇怪的幽靈","Странный призрак","Dziwny Duch","Fantasma raro","Fantasma Estranho","Seltsamer Geist","Tuhaf Hayalet","Strano fantasma"
"ITEM_LANDMINES","Landmines","Mines","地雷","地雷","지뢰","地雷","Мины","Miny Lądowe","Minas terrestres","Minas Terrestres","Landminen","Mayın","Mine"
"ITEM_BARRICADE","Barricade","Barricade","路障","バリケード","바리케이드","路障","Баррикада","Barykada","Barricada","Barricada","Barrikade","Barikat","Barricata"
"ITEM_LUMBERJACK_SHIRT","Lumberjack Shirt","Chemise de Bûcheron","伐木工人衬衫","木こりのシャツ","럼버 잭 셔츠","伐木工人襯衫","Рубашка дровосека","Koszula Drwala","Camisa de leñador","Camisa de Lenhador","Holzfällerhemd","Oduncu Gömleği","Camicia a quadri"
"ITEM_DUCT_TAPE","Duct Tape","Ruban Adhésif","胶带","ダクトテープ","접착 테이프","膠帶","Клейкая лента","Taśma","Cinta americana","Fita Adesiva","Klebeband","Koli Bandı","Nastro superadesivo"
"ITEM_BLINDFOLD","Blindfold","Bandeau","眼罩","目隠し","눈가리개","眼罩","Повязка на глаза","Opaska na Oczy","Venda","Venda","Augenbinde","Göz Bağı","Occhi bendati"
"ITEM_PROPELLER_HAT","Propeller Hat","Chapeau d’Hélice","螺旋桨帽","プロペラ帽","프로펠러 모자","螺旋槳帽","Шапка с винтом","Czapka ze Śmigiełkiem","Gorrocóptero","Chapéu de Hélice","Propellermütze","Pervaneli Şapka","Berretto con elica"
"ITEM_LEMONADE","Lemonade","Limonade","柠檬水","レモネード","레모네이드","檸檬汽水","Лимонад","Lemoniada","Limonada","Limonada","Limonade","Limonata","Limonata"
"ITEM_MOUSE","Mouse","Souris","老鼠","ネズミ","생쥐","滑鼠","Мышь","Mysz","Ratón","Rato","Maus","Fare","Topo"
"ITEM_BABY_GECKO","Baby Gecko","Bébé Gecko","壁虎宝宝","赤ちゃんヤモリ","아기 도마뱀","壁虎寶寶","Геккончик","Mały Gekon","Lagartija bebé","Bebê Lagartixa","Geckobaby","Yavru Geko","Lucertolina"
"ITEM_WHITE_FLAG","White Flag","Drapeau Blanc","白旗","白旗","백기","白旗","Белый флаг","Biała Flaga","Bandera blanca","Bandeira Branca","Weiße Fahne","Beyaz Bayrak","Bandiera bianca"
"ITEM_BLACK_BELT","Black Belt","Ceinture Noire","黑带","黒帯","검은 벨트","黑腰帶","Черный пояс","Czarny Pas","Cinturón negro","Faixa Preta","Schwarzer Gürtel","Siyah Kuşak","Cintura nera"
"ITEM_TOXIC_SLUDGE","Toxic Sludge","Boue Toxique","毒污泥","ヘドロ","독성 슬러지","毒汙泥","Токсичная жижа","Trująca Maź","Lodo tóxico","Lodo Tóxico","Giftschlamm","Toksik Atık","Melma tossica"
"ITEM_LITTLE_FROG","Little Frog","Petite Grenouille","小青蛙","小さなカエル","작은 개구리","小青蛙","Лягушонок","Żabka","Ranita","Sapinho","Kleiner Frosch","Küçük Kurbağa","Ranocchio"
"ITEM_CANDLE","Candle","Bougie","蜡烛","ロウソク","양초","蠟燭","Свеча","Świeczka","Vela","Vela","Kerze","Mum","Candela"
"ITEM_CHAMELEON","Chameleon","Caméléon","变色龙","カメレオン","카멜레온","變色龍","Хамелеон","Kameleon","Camaleón","Camaleão","Chamäleon","Bukalemun","Camaleonte"
"ITEM_MEDAL","Medal","Médaille","勋章","メダル","메달","勳章","Медаль","Medal","Medalla","Medalha","Medaille","Madalya","Medaglia"
"ITEM_TRACTOR","Tractor","Tracteur","拖拉机","トラクター","트랙터","拖拉機","Трактор","Traktor","Tractor","Trator","Traktor","Traktör","Trattore"
"ITEM_ROBOT_ARM","Robot Arm","Bras Robotique","机械臂","ロボットアーム","로봇 팔","機器手臂","Рука робота","Roboramię","Brazo robótico","Braço Robótico","Roboterarm","Robot Kol","Braccio robotico"
"ITEM_JETPACK","Jet Pack","Jet Pack","喷气背包","ジェットパック","제트 팩","噴射背包","Ракетный ранец","Plecak Odrzutowy","Mochila propulsora","Mochila a Jato","Jetpack","Jetpack","Propulsore"
"ITEM_MAMMOTH","Mammoth","Mammouth","猛犸","マンモス","맘모스","長毛象","Мамонт","Mamut","Mamut","Mamute","Mammut","Mamut","Mammut"
"ITEM_CAKE","Cake","Gâteau","蛋糕","ケーキ","케이크","蛋糕","Торт","Ciasto","Tarta","Bolo","Kuchen","Pasta","Torta"
"ITEM_CAMPFIRE","Campfire","Feu de Camp","篝火","キャンプファイヤー","모닥불","營火","Костер","Ognisko","Hoguera","Fogueira","Lagerfeuer","Kamp Ateşi","Fuocherello"
"ITEM_SHMOOP","Shmoop","Shmoop","休穆糖","シュムープ","쉬뭅","休穆糖","Шмуп","Blup","Esmup","Batadoce","Shmoop","Şmup","Spumone"
"ITEM_CAPE","Cape","Cape","斗篷","ケープ","망토","披肩","Плащ","Płaszcz","Capa","Capa","Umhang","Pelerin","Mantello"
"ITEM_HANDCUFFS","Handcuffs","Menottes","手铐","手錠","수갑","手銬","Наручники","Kajdanki","Esposas","Algemas","Handschellen","Kelepçe","Manette"
